step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
380,CASH_OUT,50793.91,C1981840175,101.0,0.0,C1170358346,122110.47,172904.38,0,0
326,CASH_OUT,599212.89,C1690461875,0.0,0.0,C241992980,984584.1,1583796.99,0,0
347,CASH_OUT,267254.67,C2019918367,7062.0,0.0,C381160236,26225.57,270.24,0,0
717,PAYMENT,3686.36,C1123584644,52119.0,48432.64,M976185800,0.0,0.0,0,0
237,CASH_OUT,14966.06,C974317081,866.0,0.0,C274659764,0.0,14966.06,0,0
132,PAYMENT,7466.17,C491385543,14669.0,7202.83,M1173748101,0.0,0.0,0,0
212,CASH_IN,42919.43,C258602434,13833918.42,13876837.85,C159536288,2420538.98,2377619.55,0,0
393,CASH_IN,57837.08,C87419362,5643235.76,5701072.84,C162290065,254761.32,196924.24,0,0
565,PAYMENT,903.45,C1905470708,66913.0,66009.55,M526719764,0.0,0.0,0,0
235,PAYMENT,11616.18,C243953085,154.0,0.0,M1089435748,0.0,0.0,0,0
205,CASH_IN,497246.99,C1238790622,298969.0,796215.99,C1974570421,964407.75,467160.76,0,0
303,CASH_OUT,213411.07,C11953347,0.0,0.0,C800981101,706325.07,919736.13,0,0
476,CASH_OUT,121486.92,C1094573061,52568.0,0.0,C533838121,0.0,121486.92,0,0
186,CASH_OUT,115357.79,C1514021165,374.0,0.0,C328366294,0.0,115357.79,0,0
185,PAYMENT,8569.45,C2145503225,0.0,0.0,M825499323,0.0,0.0,0,0
249,PAYMENT,4400.16,C1899481531,51899.0,47498.84,M1913037939,0.0,0.0,0,0
179,PAYMENT,11452.43,C1373329731,138.0,0.0,M1156922761,0.0,0.0,0,0
183,TRANSFER,366551.14,C1419385972,35418.0,0.0,C1629874547,0.0,366551.14,0,0
401,PAYMENT,3913.69,C723443540,0.0,0.0,M1332302579,0.0,0.0,0,0
8,CASH_OUT,125629.68,C1221323617,2147024.34,2021394.66,C235386075,880834.84,997098.99,0,0
249,CASH_OUT,170759.05,C1743414572,41851.0,0.0,C1338576434,136010.37,306769.43,0,0
350,CASH_IN,257424.08,C926243026,651.0,258075.08,C224631409,537938.38,280514.3,0,0
305,PAYMENT,35710.1,C134802863,1.0,0.0,M967718215,0.0,0.0,0,0
405,PAYMENT,7303.72,C1350880218,0.0,0.0,M1242289923,0.0,0.0,0,0
324,CASH_IN,165944.51,C330283125,586.0,166530.51,C154944502,1108393.83,977590.49,0,0
178,PAYMENT,25634.0,C897033053,301968.0,276334.0,M849847433,0.0,0.0,0,0
402,PAYMENT,22073.5,C1531597711,0.0,0.0,M1613737434,0.0,0.0,0,0
398,PAYMENT,40836.38,C1502822300,20877.0,0.0,M806745851,0.0,0.0,0,0
202,CASH_OUT,15402.8,C1143880866,0.0,0.0,C1482123402,886381.61,901784.41,0,0
182,PAYMENT,1627.76,C126539664,0.0,0.0,M1810507433,0.0,0.0,0,0
159,CASH_OUT,72981.11,C220562316,0.0,0.0,C997506219,680381.35,753362.46,0,0
353,PAYMENT,4130.67,C711720012,19026.0,14895.33,M2054941025,0.0,0.0,0,0
274,CASH_OUT,238246.54,C1382393032,99641.0,0.0,C111393373,17143.63,255390.17,0,0
137,CASH_OUT,259303.66,C918448663,0.0,0.0,C1589292556,702448.62,961752.29,0,0
252,PAYMENT,54080.55,C716564283,50759.0,0.0,M1993221609,0.0,0.0,0,0
379,CASH_IN,139329.77,C1328251959,5318163.65,5457493.43,C527175306,9526615.21,9387285.44,0,0
345,TRANSFER,647149.78,C1490086810,0.0,0.0,C1575018388,2931150.85,3578300.63,0,0
10,CASH_OUT,201924.39,C752188885,42450.0,0.0,C1267159812,6172035.99,6373960.38,0,0
230,PAYMENT,17198.61,C262696175,186848.22,169649.61,M1424532478,0.0,0.0,0,0
276,CASH_OUT,97282.77,C2131965929,291583.0,194300.23,C623761269,794190.48,891473.25,0,0
285,PAYMENT,13627.69,C1183925530,0.0,0.0,M1288080660,0.0,0.0,0,0
209,PAYMENT,15172.54,C653927937,0.0,0.0,M1448134299,0.0,0.0,0,0
305,CASH_OUT,172261.0,C1420147177,53774.0,0.0,C977660101,6440.18,178701.18,0,0
35,PAYMENT,8616.56,C1616069741,58.0,0.0,M173194535,0.0,0.0,0,0
9,PAYMENT,2332.64,C790804113,10660.0,8327.36,M1010394744,0.0,0.0,0,0
94,PAYMENT,32694.54,C1183248786,0.0,0.0,M728448652,0.0,0.0,0,0
186,PAYMENT,6933.75,C414677500,186684.94,179751.19,M882969773,0.0,0.0,0,0
158,CASH_OUT,149737.33,C1599109758,0.0,0.0,C1318945134,302153.7,451891.02,0,0
258,TRANSFER,125084.74,C273646339,0.0,0.0,C1849788212,163742.94,288827.69,0,0
11,PAYMENT,1288.49,C1052518072,0.0,0.0,M318984157,0.0,0.0,0,0
165,TRANSFER,99450.02,C1546751269,31477.0,0.0,C1040675915,1186839.02,1286289.04,0,0
250,CASH_OUT,48654.67,C1655362449,51616.0,2961.33,C1193290824,97883.6,146538.27,0,0
275,PAYMENT,537.86,C828986833,299576.0,299038.14,M1961896373,0.0,0.0,0,0
179,TRANSFER,368713.83,C655915865,0.0,0.0,C1888079483,1427500.4,1796214.24,0,0
177,CASH_IN,92223.85,C1118975004,20674.0,112897.85,C1792003276,1391620.95,1299397.09,0,0
692,PAYMENT,32861.46,C458759028,0.0,0.0,M1292180901,0.0,0.0,0,0
327,PAYMENT,11944.86,C2135718531,0.0,0.0,M1600190940,0.0,0.0,0,0
12,CASH_IN,220292.93,C2011205971,987239.36,1207532.29,C944858368,1017858.33,797565.41,0,0
134,CASH_OUT,121362.64,C57002159,25944.0,0.0,C694249592,0.0,121362.64,0,0
369,PAYMENT,2826.89,C849601498,1875.0,0.0,M1550687374,0.0,0.0,0,0
236,CASH_OUT,242358.11,C1789474927,51709.0,0.0,C2057718346,0.0,242358.11,0,0
226,PAYMENT,31746.9,C2057039995,11597.0,0.0,M839173889,0.0,0.0,0,0
356,CASH_IN,259567.0,C619600536,445.0,260012.0,C1797914949,8575.28,0.0,0,0
260,CASH_OUT,246769.33,C1466679225,0.0,0.0,C704959801,616810.95,863580.28,0,0
400,CASH_IN,95386.45,C245340035,2822133.47,2917519.92,C277755718,742188.69,646802.24,0,0
202,TRANSFER,95676.68,C1466961463,14873.0,0.0,C686987958,742652.06,838328.74,0,0
301,PAYMENT,10224.65,C566467886,0.0,0.0,M756631770,0.0,0.0,0,0
209,CASH_OUT,386171.33,C256391830,0.0,0.0,C1736892835,2872729.58,3258900.92,0,0
282,CASH_OUT,169942.11,C736584620,2709.0,0.0,C2087355,0.0,169942.11,0,0
259,TRANSFER,732535.32,C806951179,0.0,0.0,C1947128865,1437792.23,2170327.55,0,0
39,CASH_IN,46696.74,C2060853961,20603761.43,20650458.17,C140572150,9708025.84,9661329.1,0,0
205,CASH_OUT,106424.73,C842488818,10913.0,0.0,C1684940170,48238.91,154663.64,0,0
11,PAYMENT,10769.28,C1494189314,5106.0,0.0,M1696991104,0.0,0.0,0,0
236,CASH_OUT,221381.92,C1104081779,0.0,0.0,C1459229207,6531595.21,6752977.13,0,0
323,DEBIT,2221.61,C739420136,18578.0,16356.39,C1218191177,1048086.96,1050308.58,0,0
692,PAYMENT,10076.23,C133967089,0.0,0.0,M805076183,0.0,0.0,0,0
163,CASH_OUT,238236.11,C2128273729,42049.0,0.0,C1133085249,148370.29,386606.4,0,0
131,CASH_IN,112001.63,C2009562108,20242492.03,20354493.66,C76144383,1188127.8,1076126.17,0,0
574,CASH_OUT,115535.95,C264569728,71274.0,0.0,C1300057048,309032.18,424568.13,0,0
544,CASH_OUT,375600.4,C1778203842,0.0,0.0,C1252643372,703911.45,1079511.85,0,0
376,CASH_OUT,1950.35,C1856356860,0.0,0.0,C1709665976,849073.29,851023.64,0,0
41,CASH_OUT,7305.58,C472029788,30567.0,23261.42,C867506288,1214943.73,1222249.31,0,0
251,CASH_OUT,174260.04,C1272040551,0.0,0.0,C985151421,958846.68,1133106.72,0,0
164,PAYMENT,5663.41,C2065485261,49910.0,44246.59,M1507519807,0.0,0.0,0,0
406,CASH_IN,13582.46,C1164472764,49844.0,63426.46,C648527569,29914.45,16331.99,0,0
351,PAYMENT,12267.97,C2104102359,4125.0,0.0,M1274293009,0.0,0.0,0,0
322,CASH_OUT,525234.35,C1150475422,1558.0,0.0,C2018249453,0.0,525234.35,0,0
324,CASH_IN,27558.61,C444034876,13124730.29,13152288.9,C1407544887,88856.3,61297.69,0,0
138,PAYMENT,33598.34,C323999560,0.0,0.0,M1319555039,0.0,0.0,0,0
95,PAYMENT,4357.35,C965885244,77333.0,72975.65,M538553613,0.0,0.0,0,0
204,CASH_OUT,125446.68,C25753860,82547.26,0.0,C1470155560,254690.91,380137.59,0,0
287,PAYMENT,1464.24,C1806791404,267.0,0.0,M1657312608,0.0,0.0,0,0
135,PAYMENT,703.19,C974844759,0.0,0.0,M1083671238,0.0,0.0,0,0
239,PAYMENT,4575.78,C1351842806,1558.0,0.0,M1653276348,0.0,0.0,0,0
192,CASH_OUT,193425.36,C133869827,0.0,0.0,C604932434,3181624.79,3375050.16,0,0
300,CASH_IN,49424.0,C6462642,10959427.75,11008851.76,C2123111538,200353.22,150929.22,0,0
202,PAYMENT,18818.61,C305278658,139.0,0.0,M1844345929,0.0,0.0,0,0
258,CASH_IN,22510.88,C1709037085,5535.0,28045.88,C137645316,375138.08,352627.2,0,0
14,CASH_OUT,145147.03,C28960826,90042.0,0.0,C403846118,0.0,43911.89,0,0
43,PAYMENT,926.23,C1287816280,111949.43,111023.21,M1850711650,0.0,0.0,0,0
215,CASH_OUT,35744.46,C1522404213,0.0,0.0,C727809248,1243607.55,1279352.01,0,0
376,CASH_OUT,228253.45,C1548378170,0.0,0.0,C474146644,278797.16,507050.6,0,0
324,CASH_OUT,453018.79,C1580749136,7086.0,0.0,C1242090949,7434368.82,7887387.61,0,0
163,PAYMENT,18506.42,C1836556110,152992.0,134485.58,M59085759,0.0,0.0,0,0
231,CASH_IN,24525.32,C582429667,1070632.52,1095157.84,C1441810518,1978759.87,1954234.55,0,0
379,DEBIT,1799.7,C1959815171,0.0,0.0,C1863717609,227639.34,229439.05,0,0
354,CASH_OUT,372205.66,C1841410077,0.0,0.0,C9148985,773011.73,1145217.38,0,0
353,PAYMENT,10146.05,C376479189,198104.46,187958.42,M1169448657,0.0,0.0,0,0
238,PAYMENT,33134.74,C458877733,0.0,0.0,M1725856099,0.0,0.0,0,0
162,CASH_OUT,67700.02,C1270265514,0.0,0.0,C1616249712,1978322.37,2046022.39,0,0
299,CASH_IN,40288.59,C1557597565,22242573.32,22282861.91,C875461739,88597.05,48308.46,0,0
326,PAYMENT,21365.8,C1189928568,808651.44,787285.63,M390879189,0.0,0.0,0,0
139,TRANSFER,479895.45,C1937713361,0.0,0.0,C2073438798,596598.98,1076494.43,0,0
44,TRANSFER,376446.46,C464999903,0.0,0.0,C588856109,2219925.31,2399941.86,0,0
179,PAYMENT,6049.6,C862391413,2772.14,0.0,M746224802,0.0,0.0,0,0
374,CASH_OUT,213501.21,C660874592,0.0,0.0,C1447429114,1883672.14,2097173.35,0,0
309,TRANSFER,1485926.19,C1148046119,0.0,0.0,C643152776,6588871.34,8074797.53,0,0
155,CASH_IN,110168.52,C548034829,3743786.39,3853954.91,C1535769220,164236.57,54068.05,0,0
234,PAYMENT,25893.59,C1571088912,10138.0,0.0,M301629765,0.0,0.0,0,0
206,CASH_OUT,83641.43,C219676473,0.0,0.0,C863466772,443359.25,527000.69,0,0
327,TRANSFER,259719.32,C1798003410,0.0,0.0,C276693380,10000000.0,10259719.32,0,0
522,TRANSFER,488477.94,C294534117,0.0,0.0,C1303809293,1955310.41,2443788.35,0,0
331,PAYMENT,6919.06,C1045520598,61207.0,54287.94,M1132800632,0.0,0.0,0,0
403,PAYMENT,41590.84,C921438671,349494.38,307903.55,M408181156,0.0,0.0,0,0
281,CASH_OUT,237745.37,C1184972790,318930.0,81184.63,C709672748,0.0,237745.37,0,0
137,CASH_IN,631023.07,C797171767,243863.0,874886.07,C292894580,8080605.8,7449582.73,0,0
11,CASH_IN,134367.8,C691686300,20848.0,155215.8,C699539366,536672.89,402305.09,0,0
230,CASH_OUT,283475.86,C1115937242,20014.0,0.0,C687146267,6782.35,247470.28,0,0
139,TRANSFER,695366.32,C2134214656,199897.0,0.0,C110941477,0.0,695366.32,0,0
376,TRANSFER,941345.09,C1217318007,0.0,0.0,C937733035,20174250.25,21115595.33,0,0
261,TRANSFER,97651.57,C1753382996,0.0,0.0,C2033374453,245911.01,343562.59,0,0
9,CASH_IN,124555.34,C1290827040,34110.0,158665.34,C22508708,1251070.39,0.0,0,0
422,CASH_IN,463865.14,C886281396,49546.0,513411.14,C1740760936,533983.16,70118.01,0,0
301,CASH_IN,113255.11,C385719454,0.0,113255.11,C1252011444,478782.63,365527.53,0,0
187,PAYMENT,5907.05,C601359392,0.0,0.0,M435170938,0.0,0.0,0,0
298,CASH_IN,71736.07,C980125148,2224431.15,2296167.22,C77397940,1425446.67,1353710.6,0,0
11,CASH_IN,112396.8,C1163802235,2902243.42,3014640.22,C50569353,171784.11,388867.94,0,0
334,PAYMENT,27354.62,C544252724,113.0,0.0,M1013527567,0.0,0.0,0,0
229,TRANSFER,1907603.27,C925459223,0.0,0.0,C1373038138,9611850.85,11519454.12,0,0
133,CASH_OUT,131013.37,C1143339246,6081.0,0.0,C523442914,697429.08,828442.45,0,0
345,CASH_IN,82785.44,C686083841,19611673.76,19694459.21,C1896705684,882412.47,799627.03,0,0
165,PAYMENT,15111.11,C757905122,19959.0,4847.89,M259491835,0.0,0.0,0,0
278,PAYMENT,1967.55,C1045842028,339846.85,337879.3,M675447819,0.0,0.0,0,0
297,CASH_OUT,165955.51,C1940925855,0.0,0.0,C475327480,284251.41,450206.92,0,0
137,PAYMENT,1601.03,C679976604,0.0,0.0,M1677027233,0.0,0.0,0,0
7,PAYMENT,17896.61,C600748931,17545.9,0.0,M451030475,0.0,0.0,0,0
393,CASH_OUT,345389.58,C1944432559,0.0,0.0,C1990797541,638594.91,983984.49,0,0
11,CASH_OUT,183372.39,C1259096763,0.0,0.0,C437801258,2152595.01,2335967.41,0,0
17,PAYMENT,25837.4,C1052517964,0.0,0.0,M1285236022,0.0,0.0,0,0
298,PAYMENT,22709.8,C1416208295,0.0,0.0,M224617126,0.0,0.0,0,0
377,CASH_OUT,272571.68,C1469425207,0.0,0.0,C2106909142,381045.0,653616.67,0,0
233,PAYMENT,14188.96,C1812763866,0.0,0.0,M250298587,0.0,0.0,0,0
36,PAYMENT,9490.37,C278695536,0.0,0.0,M1106328331,0.0,0.0,0,0
16,CASH_OUT,258782.05,C576595031,10216.0,0.0,C587293052,515088.47,968192.69,0,0
186,PAYMENT,8457.69,C360030329,0.0,0.0,M1869122392,0.0,0.0,0,0
348,CASH_OUT,111170.55,C1336300832,11444.0,0.0,C837232036,0.0,111170.55,0,0
259,PAYMENT,10657.34,C1583310146,160374.27,149716.93,M329578107,0.0,0.0,0,0
211,CASH_OUT,19231.17,C1850527169,175696.49,156465.32,C461098472,3205481.36,3224712.53,0,0
400,CASH_OUT,373262.61,C1748952570,0.0,0.0,C389486031,1324441.98,1697704.59,0,0
239,CASH_IN,228976.9,C387656062,51252.37,280229.28,C301457242,1665553.9,1436577.0,0,0
280,CASH_IN,167535.7,C154492774,35416.0,202951.7,C1965245761,7717030.08,7549494.37,0,0
228,PAYMENT,17736.53,C368404961,7637.0,0.0,M890883001,0.0,0.0,0,0
45,PAYMENT,5806.99,C1124700399,451573.3,445766.31,M2109840706,0.0,0.0,0,0
17,PAYMENT,16697.99,C1712238695,0.0,0.0,M222202734,0.0,0.0,0,0
41,PAYMENT,10855.69,C1478924654,3785.0,0.0,M1487775117,0.0,0.0,0,0
9,PAYMENT,16289.71,C1284050476,0.0,0.0,M1177907274,0.0,0.0,0,0
228,CASH_OUT,476100.34,C1082760414,0.0,0.0,C1611420216,587714.34,1063814.69,0,0
204,PAYMENT,6910.26,C20384275,30051.0,23140.74,M982274297,0.0,0.0,0,0
347,CASH_IN,259403.03,C1045597874,5611044.92,5870447.95,C997628753,320562.43,61159.4,0,0
251,PAYMENT,12433.17,C1114922594,0.0,0.0,M430337205,0.0,0.0,0,0
183,PAYMENT,9901.09,C1518247959,9951.0,49.91,M1084124279,0.0,0.0,0,0
40,CASH_OUT,406883.89,C1788660337,0.0,0.0,C1529690262,2358529.77,3044959.6,0,0
396,CASH_OUT,358187.09,C856724913,0.0,0.0,C1575957276,677466.6,1035653.69,0,0
234,PAYMENT,17936.75,C952391233,0.0,0.0,M1744562261,0.0,0.0,0,0
284,PAYMENT,17075.98,C216797749,0.0,0.0,M1592531621,0.0,0.0,0,0
265,PAYMENT,626.5,C1066692733,201189.38,200562.88,M1322895581,0.0,0.0,0,0
204,CASH_OUT,108901.08,C1462148364,0.0,0.0,C1533313932,630283.28,799991.43,0,0
19,CASH_OUT,15354.35,C1493934921,40891.0,25536.65,C82658741,22309.13,37663.48,0,0
379,CASH_OUT,218315.19,C1474390464,94885.0,0.0,C1153476685,235095.09,453410.27,0,0
347,CASH_OUT,61747.2,C976636674,2567.0,0.0,C1984849044,143486.28,205233.48,0,0
257,PAYMENT,6780.34,C1593319540,0.0,0.0,M151073685,0.0,0.0,0,0
358,CASH_OUT,104994.38,C30546335,0.0,0.0,C1928612235,1670349.41,1775343.79,0,0
8,PAYMENT,30397.25,C1553041342,0.0,0.0,M759776058,0.0,0.0,0,0
139,CASH_OUT,99005.19,C1489180982,458854.26,359849.07,C726687723,0.0,99005.19,0,0
254,PAYMENT,7407.35,C185499696,0.0,0.0,M1660570163,0.0,0.0,0,0
306,CASH_OUT,79549.14,C1012760560,220.0,0.0,C1637435277,4344580.89,4424130.02,0,0
305,CASH_OUT,2328.64,C1244499441,0.0,0.0,C228446951,1586551.58,1588880.22,0,0
375,CASH_OUT,32000.43,C881076606,424894.81,392894.39,C1229668796,8391692.08,8423692.5,0,0
95,PAYMENT,44.61,C1343151826,19880.0,19835.39,M420803345,0.0,0.0,0,0
404,CASH_OUT,66765.5,C860202338,0.0,0.0,C2115973410,1977350.73,2044116.23,0,0
10,CASH_OUT,118830.1,C1888929103,0.0,0.0,C846165862,419363.26,412488.99,0,0
18,CASH_OUT,41353.45,C1350140503,0.0,0.0,C983503159,72260.97,0.0,0,0
354,PAYMENT,3312.84,C1227104988,0.0,0.0,M1058611450,0.0,0.0,0,0
44,CASH_IN,48385.1,C1132504784,269661.0,318046.1,C1021325183,526681.55,478296.45,0,0
277,CASH_IN,109876.52,C979844699,1390508.69,1500385.21,C513269526,470150.9,360274.37,0,0
253,PAYMENT,33051.68,C742795340,234.0,0.0,M768714760,0.0,0.0,0,0
500,CASH_IN,284287.14,C2121586181,31696.0,315983.14,C1997729724,460496.18,176209.05,0,0
307,CASH_IN,208736.99,C994958301,6967.0,215703.99,C334680634,2265428.12,2056691.13,0,0
276,CASH_IN,82497.78,C1548453584,25153.0,107650.78,C1285474558,308191.1,225693.31,0,0
181,CASH_OUT,598326.82,C481717405,0.0,0.0,C1897670007,668315.74,1896167.07,0,0
588,CASH_OUT,176910.06,C578425833,49830.0,0.0,C864009896,177054.02,353964.08,0,0
249,TRANSFER,427833.75,C1027127603,11570.0,0.0,C533102352,0.0,427833.75,0,0
211,PAYMENT,5238.66,C216997281,174253.0,169014.34,M891390726,0.0,0.0,0,0
202,TRANSFER,161220.11,C531931284,23248.0,0.0,C1859196249,0.0,161220.11,0,0
405,PAYMENT,9860.94,C1770991112,11337.0,1476.06,M50968849,0.0,0.0,0,0
141,CASH_OUT,102996.24,C507147002,149894.0,46897.76,C1711601897,2414312.94,2517309.18,0,0
226,CASH_IN,135707.43,C576455890,2183840.81,2319548.24,C112204378,1099158.87,963451.44,0,0
300,PAYMENT,37075.93,C1866130246,0.0,0.0,M2126914148,0.0,0.0,0,0
43,CASH_OUT,260819.21,C1356318825,164666.0,0.0,C2035219557,71513.23,332332.44,0,0
35,PAYMENT,11253.85,C862051419,290926.8,279672.94,M468015940,0.0,0.0,0,0
281,TRANSFER,197771.13,C109073130,0.0,0.0,C1813167828,532174.3,729945.44,0,0
130,CASH_OUT,502875.62,C1521072987,0.0,0.0,C370568657,7502264.39,7578191.84,0,0
23,PAYMENT,16935.26,C1223751442,940.0,0.0,M1822495804,0.0,0.0,0,0
156,CASH_IN,607580.05,C1258914838,3366902.31,3974482.36,C2032318211,2225621.2,1618041.15,0,0
17,CASH_IN,76490.82,C102114102,5822966.84,5899457.66,C1529639302,474393.32,397902.5,0,0
396,CASH_IN,40775.8,C1795119841,2518.0,43293.8,C664840245,6986.25,0.0,0,0
394,CASH_OUT,117034.01,C1865413595,119893.0,2858.99,C630112238,5775558.65,5892592.65,0,0
308,CASH_OUT,121585.6,C1623927832,151596.2,30010.6,C1721683483,5629222.21,5750807.8,0,0
348,PAYMENT,7164.32,C768012181,190302.4,183138.08,M627170100,0.0,0.0,0,0
252,CASH_IN,6010.15,C1898414575,49625.0,55635.15,C696418495,0.0,0.0,0,0
212,CASH_IN,265031.52,C812564958,776720.97,1041752.49,C134211166,748491.04,483459.53,0,0
163,TRANSFER,682074.27,C307102928,49654.0,0.0,C1602448622,323841.91,1005916.19,0,0
358,CASH_OUT,271496.49,C179662652,0.0,0.0,C1241153588,1752637.06,2024133.55,0,0
327,PAYMENT,6824.9,C17074556,435960.0,429135.1,M403638229,0.0,0.0,0,0
131,PAYMENT,33885.0,C416702277,108038.68,74153.68,M2116101270,0.0,0.0,0,0
19,CASH_IN,126953.8,C1905636866,276909.0,403862.8,C1882081221,59589.91,0.0,0,0
305,CASH_IN,275005.66,C1899187152,7490735.9,7765741.56,C1303295016,5381543.59,5106537.93,0,0
276,TRANSFER,316538.84,C2006915613,0.0,0.0,C2088008429,1352361.67,1668900.52,0,0
277,CASH_OUT,81895.53,C181040265,250.0,0.0,C1920999645,0.0,81895.53,0,0
212,CASH_OUT,45496.93,C1539581706,0.0,0.0,C1359420715,193756.71,239253.64,0,0
231,PAYMENT,4383.2,C52945744,0.0,0.0,M1314179419,0.0,0.0,0,0
215,CASH_IN,85693.17,C755347908,2101084.7,2186777.86,C181547586,157695.79,72002.62,0,0
322,CASH_OUT,139599.65,C1972176373,3609.0,0.0,C103029185,218039.05,357638.71,0,0
139,CASH_IN,327858.59,C133755631,174395.01,502253.61,C920749173,2056519.75,1728661.16,0,0
309,CASH_OUT,82420.58,C202047288,0.0,0.0,C1809568997,353550.89,435971.46,0,0
191,CASH_IN,178845.79,C1261839838,1032153.8,1210999.58,C1997696869,345825.16,166979.37,0,0
15,CASH_IN,26660.99,C2058938060,3665986.66,3692647.65,C1419771524,856624.37,829963.38,0,0
188,CASH_OUT,72779.42,C1832659688,86907.07,14127.65,C231239125,925540.29,998319.71,0,0
257,CASH_OUT,27746.73,C1334194126,9970.0,0.0,C955553785,31624.38,59371.12,0,0
43,PAYMENT,10814.11,C68586769,146929.0,136114.89,M988591351,0.0,0.0,0,0
361,CASH_IN,82869.22,C120590143,5931917.32,6014786.55,C305263391,717702.36,634833.13,0,0
348,CASH_IN,10028.01,C767182240,7246.0,17274.01,C1643513981,0.0,0.0,0,0
208,CASH_OUT,321578.3,C1634455284,26410.0,0.0,C264247679,875722.45,1197300.75,0,0
322,PAYMENT,25211.88,C1798841275,0.0,0.0,M1071618291,0.0,0.0,0,0
397,TRANSFER,937009.08,C863432804,32206.0,0.0,C192375972,1092517.9,2029526.98,0,0
21,PAYMENT,7886.55,C1075193160,184228.0,176341.45,M533411701,0.0,0.0,0,0
186,CASH_OUT,172203.28,C1903045982,53064.0,0.0,C1593250493,1356000.82,1528204.11,0,0
275,CASH_IN,115536.46,C68002961,30932.0,146468.46,C121964307,0.0,0.0,0,0
188,PAYMENT,4948.96,C1522449741,49673.63,44724.67,M765499449,0.0,0.0,0,0
45,PAYMENT,3540.89,C644376376,19853.0,16312.11,M571375137,0.0,0.0,0,0
251,CASH_IN,234317.05,C398032798,1417051.21,1651368.26,C578879032,292943.13,58626.08,0,0
46,PAYMENT,8762.7,C350453699,49998.0,41235.3,M1532664252,0.0,0.0,0,0
213,TRANSFER,190843.29,C163494319,0.0,0.0,C921300124,4181344.88,4372188.17,0,0
356,PAYMENT,7649.4,C1106386230,12845.0,5195.6,M1138056970,0.0,0.0,0,0
251,PAYMENT,56987.76,C2137242347,10158.0,0.0,M1864014782,0.0,0.0,0,0
324,PAYMENT,11419.32,C1130578936,0.0,0.0,M733064455,0.0,0.0,0,0
212,CASH_OUT,113745.95,C177304946,0.0,0.0,C1153015561,6011646.4,6125392.35,0,0
44,CASH_OUT,100525.38,C1521426179,0.0,0.0,C1569789182,146811.97,247337.35,0,0
22,CASH_OUT,211305.25,C1335934580,0.0,0.0,C1751768780,442146.18,653451.43,0,0
163,CASH_OUT,64570.41,C1853130423,455.0,0.0,C2033378975,591735.17,656305.58,0,0
358,PAYMENT,1766.8,C1051333631,592.0,0.0,M426033106,0.0,0.0,0,0
20,CASH_OUT,147285.07,C497125882,97031.0,0.0,C2052387968,68433.36,215718.43,0,0
35,CASH_OUT,3078.91,C2051955456,0.0,0.0,C1693909320,56571.79,59650.7,0,0
9,CASH_OUT,425846.81,C2038274002,35.0,0.0,C1856036778,15687945.86,15949667.8,0,0
303,PAYMENT,49762.39,C1510246044,18543.0,0.0,M547959411,0.0,0.0,0,0
285,PAYMENT,9883.32,C980923799,20455.0,10571.68,M124180475,0.0,0.0,0,0
300,CASH_OUT,40058.13,C2128612988,0.0,0.0,C672415568,269098.61,309156.75,0,0
153,PAYMENT,4739.57,C1810200515,10636.0,5896.43,M1124828569,0.0,0.0,0,0
398,CASH_OUT,328027.25,C1636887388,245.0,0.0,C1960006482,0.0,328027.25,0,0
305,CASH_IN,40545.02,C2056253099,101059.06,141604.08,C540916442,938244.49,897699.47,0,0
18,CASH_OUT,255547.81,C755998700,530.0,0.0,C1038753033,21171.67,276719.48,0,0
379,PAYMENT,68025.06,C65842652,0.0,0.0,M1660467632,0.0,0.0,0,0
203,CASH_OUT,28797.11,C169905391,21537.0,0.0,C1789404266,1606152.3,1634949.41,0,0
356,CASH_OUT,61527.21,C1944831444,0.0,0.0,C1499998246,416618.58,478145.79,0,0
159,TRANSFER,710120.28,C758826415,0.0,0.0,C83319548,1307026.3,2017146.58,0,0
141,PAYMENT,1065.24,C1689048340,219792.77,218727.53,M1199186747,0.0,0.0,0,0
44,CASH_OUT,92181.81,C1621750269,303310.0,211128.19,C292963054,0.0,92181.81,0,0
522,PAYMENT,52986.59,C908042566,0.0,0.0,M1633214040,0.0,0.0,0,0
136,CASH_OUT,61064.8,C509361504,21053.0,0.0,C1665387064,1157522.58,1218587.38,0,0
396,PAYMENT,3391.68,C1591350893,0.0,0.0,M1209354971,0.0,0.0,0,0
469,TRANSFER,1386070.42,C733235497,0.0,0.0,C359186396,2205100.0,3591170.43,0,0
522,CASH_OUT,179011.61,C1563902951,41708.0,0.0,C1810510489,6285039.77,6464051.39,0,0
308,CASH_OUT,57621.43,C1280882521,106766.0,49144.57,C1944728708,437260.78,494882.21,0,0
301,PAYMENT,3284.27,C1545827521,0.0,0.0,M879959028,0.0,0.0,0,0
188,CASH_IN,166406.59,C2057045933,104960.0,271366.59,C2086458671,263259.87,96853.28,0,0
35,CASH_OUT,57364.47,C1578425489,0.0,0.0,C1355205094,239970.74,297335.22,0,0
14,CASH_OUT,98037.73,C379701118,0.0,0.0,C2139356892,202005.03,689014.11,0,0
306,CASH_OUT,59675.08,C118072373,0.0,0.0,C1058480770,1790672.46,1850347.54,0,0
374,CASH_OUT,153176.82,C537124646,174873.51,21696.69,C2100933380,2249275.02,2402451.84,0,0
